order_id,order_date,ship_date,ship_mode
CA-2018-134201,2018-04-10,2018-04-16,Standard Class
CA-2018-111780,2018-12-25,2018-12-30,Second Class
CA-2018-119942,2018-04-05,2018-04-07,First Class
CA-2018-151547,2018-01-17,2018-01-23,Standard Class
CA-2020-166695,2020-05-20,2020-05-24,Standard Class
CA-2020-167542,2020-08-13,2020-08-20,Standard Class
CA-2018-120901,2018-12-31,2019-01-04,Standard Class
CA-2020-121398,2020-12-25,2020-12-29,Standard Class
CA-2019-151561,2019-09-01,2019-09-07,Standard Class
CA-2020-154676,2020-08-05,2020-08-08,First Class
US-2017-165589,2017-02-18,2017-02-18,Same Day
US-2019-132577,2019-11-22,2019-11-27,Standard Class
CA-2018-114048,2018-12-14,2018-12-18,Standard Class
CA-2018-137281,2018-06-13,2018-06-17,Standard Class
US-2020-162068,2020-12-28,2020-12-31,Second Class
CA-2020-100111,2020-09-20,2020-09-26,Standard Class
US-2020-132381,2020-08-22,2020-08-24,First Class
CA-2018-147011,2018-06-18,2018-06-22,Standard Class
CA-2017-120852,2017-12-20,2017-12-25,Standard Class
CA-2019-150007,2019-09-11,2019-09-16,Standard Class
CA-2019-124590,2019-11-12,2019-11-16,Standard Class
CA-2019-133802,2019-03-14,2019-03-20,Standard Class
US-2019-113677,2019-11-13,2019-11-19,Standard Class
CA-2020-143378,2020-09-19,2020-09-25,Standard Class
CA-2020-152660,2020-12-04,2020-12-09,Standard Class
CA-2018-142139,2018-08-31,2018-09-05,Standard Class
CA-2020-145772,2020-06-03,2020-06-07,Standard Class
CA-2019-124100,2019-03-31,2019-04-06,Standard Class
US-2017-158400,2017-10-25,2017-10-28,First Class
CA-2020-162033,2020-03-26,2020-04-02,Standard Class
CA-2017-163447,2017-12-27,2017-12-31,Standard Class
CA-2020-145737,2020-09-15,2020-09-20,Standard Class
CA-2019-148096,2019-08-16,2019-08-19,First Class
CA-2019-146766,2019-11-04,2019-11-04,Same Day
CA-2018-105613,2018-10-18,2018-10-22,Standard Class
US-2019-142251,2019-10-31,2019-11-04,Second Class
CA-2017-131247,2017-03-30,2017-04-04,Standard Class
US-2018-113593,2018-04-18,2018-04-20,First Class
CA-2020-121083,2020-07-09,2020-07-15,Standard Class
CA-2020-151190,2020-06-27,2020-07-01,Standard Class
CA-2017-133543,2017-12-22,2017-12-26,Standard Class
CA-2020-105130,2020-11-21,2020-11-25,Standard Class
CA-2019-161928,2019-06-27,2019-06-29,Second Class
CA-2020-101322,2020-12-28,2020-12-31,First Class
US-2019-106600,2019-04-08,2019-04-11,First Class
CA-2017-111871,2017-03-18,2017-03-21,Second Class
CA-2020-139437,2020-07-03,2020-07-08,Standard Class
CA-2020-151484,2020-04-20,2020-04-23,First Class
CA-2019-104150,2019-08-03,2019-08-05,Second Class
CA-2019-161025,2019-12-03,2019-12-09,Standard Class
CA-2017-103989,2017-03-19,2017-03-21,First Class
CA-2018-142433,2018-04-20,2018-04-25,Standard Class
CA-2018-132815,2018-09-19,2018-09-22,Second Class
CA-2017-101266,2017-08-27,2017-08-30,Second Class
CA-2019-141523,2019-12-19,2019-12-24,Second Class
US-2017-106299,2017-08-02,2017-08-08,Standard Class
CA-2018-158421,2018-09-21,2018-09-26,Standard Class
CA-2019-143609,2019-12-11,2019-12-13,First Class
CA-2018-138331,2018-08-07,2018-08-12,Standard Class
CA-2018-138954,2018-11-15,2018-11-17,First Class
CA-2020-157903,2020-04-04,2020-04-08,Standard Class
CA-2019-157259,2019-12-24,2019-12-28,Standard Class
CA-2020-107986,2020-12-13,2020-12-13,Same Day
CA-2020-104927,2020-12-22,2020-12-26,Standard Class
CA-2020-113453,2020-10-21,2020-10-28,Standard Class
CA-2018-149909,2018-11-13,2018-11-17,Standard Class
CA-2018-146675,2018-04-16,2018-04-20,Standard Class
CA-2019-118332,2019-12-16,2019-12-23,Standard Class
CA-2019-133669,2019-10-21,2019-10-27,Standard Class
CA-2020-145660,2020-12-01,2020-12-03,First Class
CA-2019-133697,2019-10-20,2019-10-24,Second Class
CA-2020-148138,2020-09-29,2020-10-03,Standard Class
CA-2020-119809,2020-08-18,2020-08-25,Standard Class
CA-2020-149944,2020-11-12,2020-11-16,Second Class
CA-2017-128538,2017-10-11,2017-10-15,Standard Class
CA-2018-161711,2018-11-28,2018-12-03,Standard Class
US-2018-129553,2018-07-27,2018-08-02,Standard Class
CA-2019-160220,2019-10-20,2019-10-26,Standard Class
US-2020-157224,2020-09-14,2020-09-18,Second Class
CA-2020-140627,2020-12-23,2020-12-27,Standard Class
CA-2018-133445,2018-10-05,2018-10-09,Standard Class
CA-2017-148782,2017-11-02,2017-11-07,Standard Class
CA-2019-148208,2019-01-22,2019-01-27,Standard Class
CA-2020-127656,2020-07-11,2020-07-17,Standard Class
US-2020-142188,2020-09-11,2020-09-11,Same Day
CA-2019-144400,2019-02-23,2019-02-27,Standard Class
US-2019-155180,2019-01-22,2019-01-29,Standard Class
CA-2018-134075,2018-12-12,2018-12-16,Standard Class
US-2019-131912,2019-10-29,2019-11-01,Second Class
CA-2020-141572,2020-05-28,2020-05-31,Second Class
CA-2017-134621,2017-12-21,2017-12-28,Standard Class
CA-2019-165561,2019-11-24,2019-11-28,Standard Class
CA-2018-112305,2018-11-20,2018-11-25,Standard Class
CA-2020-121580,2020-05-29,2020-06-04,Standard Class
CA-2017-101147,2017-12-02,2017-12-04,First Class
CA-2017-165806,2017-04-07,2017-04-07,Same Day
CA-2018-151624,2018-09-08,2018-09-14,Standard Class
CA-2020-139444,2020-09-09,2020-09-15,Standard Class
CA-2018-133977,2018-09-06,2018-09-08,Second Class
CA-2020-141425,2020-11-02,2020-11-06,Second Class
CA-2018-133536,2018-03-28,2018-03-30,Second Class
CA-2018-150441,2018-08-13,2018-08-17,Second Class
CA-2018-162607,2018-05-12,2018-05-18,Standard Class
CA-2020-103506,2020-07-23,2020-07-27,Standard Class
CA-2019-132479,2019-09-24,2019-09-26,First Class
CA-2020-160724,2020-05-05,2020-05-10,Standard Class
US-2019-115952,2019-10-06,2019-10-06,Same Day
CA-2017-146731,2017-11-03,2017-11-08,Standard Class
CA-2018-115392,2018-10-01,2018-10-04,Second Class
CA-2020-102379,2020-12-02,2020-12-06,Standard Class
CA-2020-149706,2020-12-11,2020-12-12,First Class
US-2019-139087,2019-07-17,2019-07-22,Second Class
CA-2020-152226,2020-05-12,2020-05-16,Standard Class
CA-2018-116484,2018-11-20,2018-11-26,Standard Class
CA-2019-100944,2019-09-24,2019-09-28,Standard Class
CA-2019-125080,2019-10-21,2019-10-26,Standard Class
CA-2019-121020,2019-10-24,2019-10-31,Standard Class
CA-2017-100090,2017-07-08,2017-07-12,Standard Class
US-2018-139675,2018-03-13,2018-03-18,Second Class
CA-2020-143756,2020-12-02,2020-12-05,First Class
CA-2018-151253,2018-04-22,2018-04-26,Standard Class
CA-2017-141152,2017-09-16,2017-09-19,First Class
CA-2017-141313,2017-12-28,2018-01-01,Standard Class
CA-2017-169852,2017-10-21,2017-10-26,Standard Class
CA-2020-107314,2020-11-30,2020-12-03,First Class
US-2017-161305,2017-06-06,2017-06-12,Standard Class
CA-2020-166919,2020-11-23,2020-11-27,Standard Class
CA-2020-162712,2020-06-18,2020-06-20,Second Class
CA-2020-107552,2020-05-05,2020-05-05,Same Day
CA-2019-163328,2019-11-04,2019-11-06,Second Class
CA-2017-112837,2017-09-11,2017-09-16,Standard Class
CA-2020-120019,2020-02-16,2020-02-21,Standard Class
CA-2017-100762,2017-11-24,2017-11-29,Standard Class
CA-2020-161459,2020-11-25,2020-11-29,Second Class
CA-2020-160017,2020-09-28,2020-10-02,Standard Class
CA-2017-123316,2017-10-13,2017-10-17,Standard Class
CA-2017-141299,2017-06-03,2017-06-07,Second Class
CA-2017-104402,2017-06-17,2017-06-23,Standard Class
CA-2018-110289,2018-10-29,2018-11-02,Standard Class
CA-2017-167927,2017-01-20,2017-01-26,Standard Class
CA-2017-133305,2017-07-11,2017-07-15,Standard Class
CA-2019-165995,2019-08-30,2019-09-06,Standard Class
CA-2020-143112,2020-10-05,2020-10-09,Standard Class
US-2019-105830,2019-12-31,2020-01-02,First Class
CA-2018-146255,2018-03-07,2018-03-10,First Class
CA-2020-104822,2020-10-20,2020-10-20,Same Day
CA-2018-104486,2018-05-01,2018-05-06,Standard Class
CA-2020-161557,2020-09-03,2020-09-08,Standard Class
CA-2020-161130,2020-11-03,2020-11-08,Standard Class
US-2018-161347,2018-09-13,2018-09-19,Standard Class
US-2018-109015,2018-09-06,2018-09-12,Standard Class
CA-2017-110611,2017-10-06,2017-10-13,Standard Class
CA-2020-139080,2020-01-23,2020-01-28,Standard Class
CA-2018-115693,2018-12-10,2018-12-15,Standard Class
US-2017-107993,2017-11-25,2017-11-30,Standard Class
CA-2020-110443,2020-11-21,2020-11-25,Standard Class
CA-2020-144848,2020-04-04,2020-04-05,First Class
US-2020-147998,2020-05-19,2020-05-24,Standard Class
CA-2019-103919,2019-10-03,2019-10-07,Standard Class
CA-2019-113425,2019-11-21,2019-11-21,Same Day
CA-2020-143035,2020-10-03,2020-10-05,Second Class
CA-2017-107811,2017-04-29,2017-05-03,Standard Class
CA-2019-163216,2019-10-07,2019-10-10,First Class
US-2019-116442,2019-12-15,2019-12-22,Standard Class
CA-2020-150623,2020-04-10,2020-04-14,Standard Class
US-2017-163797,2017-04-08,2017-04-13,Standard Class
CA-2019-127236,2019-03-29,2019-04-02,Standard Class
US-2020-104661,2020-01-15,2020-01-18,First Class
CA-2017-134103,2017-01-30,2017-02-04,Standard Class
CA-2018-147529,2018-02-07,2018-02-11,Standard Class
CA-2019-129126,2019-12-14,2019-12-19,Standard Class
CA-2020-131632,2020-10-31,2020-11-04,Standard Class
CA-2020-151981,2020-08-06,2020-08-12,Standard Class
CA-2020-125472,2020-05-30,2020-05-31,First Class
CA-2018-156328,2018-11-30,2018-12-05,Standard Class
CA-2020-154074,2020-08-31,2020-09-02,Second Class
CA-2020-161774,2020-05-14,2020-05-15,First Class
CA-2020-151211,2020-08-17,2020-08-23,Standard Class
CA-2020-142671,2020-11-10,2020-11-14,Second Class
CA-2020-144750,2020-08-21,2020-08-21,Same Day
CA-2019-111976,2019-03-08,2019-03-12,Standard Class
CA-2019-140130,2019-10-31,2019-11-05,Standard Class
CA-2017-159121,2017-07-26,2017-08-01,Standard Class
CA-2018-149650,2018-10-24,2018-10-27,First Class
CA-2020-115777,2020-08-19,2020-08-24,Standard Class
CA-2019-143714,2019-05-23,2019-05-27,Standard Class
CA-2017-165764,2017-11-03,2017-11-07,Standard Class
CA-2018-121405,2018-03-30,2018-04-04,Standard Class
US-2020-116897,2020-05-27,2020-05-29,First Class
US-2020-113992,2020-12-14,2020-12-19,Standard Class
CA-2017-166891,2017-10-04,2017-10-06,First Class
CA-2019-101161,2019-10-13,2019-10-20,Standard Class
CA-2018-151785,2018-03-05,2018-03-10,Standard Class
US-2020-119816,2020-03-04,2020-03-06,Second Class
CA-2018-156510,2018-09-25,2018-09-29,Standard Class
US-2018-110261,2018-12-19,2018-12-23,Second Class
CA-2018-125710,2018-10-08,2018-10-13,Standard Class
CA-2020-161102,2020-07-31,2020-08-03,First Class
CA-2017-110065,2017-08-05,2017-08-11,Standard Class
US-2020-133361,2020-05-14,2020-05-17,First Class
US-2019-155404,2019-09-22,2019-09-28,Standard Class
CA-2018-114503,2018-11-13,2018-11-17,Standard Class
CA-2020-153080,2020-05-22,2020-05-25,Second Class
CA-2019-163804,2019-12-02,2019-12-08,Standard Class
CA-2018-108532,2018-08-29,2018-09-02,Standard Class
CA-2017-151897,2017-06-06,2017-06-10,Standard Class
CA-2019-113292,2019-03-18,2019-03-20,Second Class
CA-2017-149524,2017-01-14,2017-01-15,First Class
CA-2020-140872,2020-06-03,2020-06-10,Standard Class
CA-2020-113908,2020-06-03,2020-06-09,Standard Class
CA-2018-120621,2018-03-21,2018-03-26,Standard Class
US-2020-148866,2020-09-19,2020-09-24,Standard Class
CA-2017-149594,2017-09-15,2017-09-19,Standard Class
CA-2019-113845,2019-11-20,2019-11-25,Standard Class
CA-2020-111262,2020-10-28,2020-11-01,Second Class
CA-2018-103135,2018-07-24,2018-07-28,Standard Class
CA-2017-129147,2017-11-02,2017-11-06,Standard Class
CA-2020-128265,2020-11-17,2020-11-22,Second Class
CA-2019-152331,2019-06-26,2019-06-30,Standard Class
US-2019-128909,2019-10-09,2019-10-11,Second Class
CA-2020-102197,2020-12-20,2020-12-26,Standard Class
CA-2020-167640,2020-03-06,2020-03-10,Standard Class
US-2020-116652,2020-09-15,2020-09-19,Standard Class
CA-2020-138289,2020-01-16,2020-01-18,Second Class
CA-2019-129308,2019-07-07,2019-07-13,Standard Class
CA-2019-157791,2019-12-23,2019-12-28,Second Class
CA-2017-146864,2017-12-22,2017-12-26,Standard Class
CA-2017-103744,2017-02-23,2017-02-27,Standard Class
US-2020-107384,2020-12-04,2020-12-08,Standard Class
CA-2017-128209,2017-11-17,2017-11-22,Standard Class
CA-2017-169684,2017-10-20,2017-10-23,First Class
CA-2018-109862,2018-10-25,2018-10-30,Standard Class
US-2020-107888,2020-11-16,2020-11-19,First Class
US-2020-154872,2020-05-14,2020-05-18,Standard Class
CA-2017-113880,2017-03-01,2017-03-05,Standard Class
US-2018-164966,2018-07-30,2018-08-01,First Class
CA-2018-126739,2018-11-01,2018-11-03,Second Class
CA-2020-161578,2020-12-16,2020-12-21,Second Class
CA-2017-137092,2017-10-20,2017-10-22,Second Class
CA-2018-166947,2018-06-05,2018-06-10,Standard Class
CA-2019-160941,2019-07-21,2019-07-26,Standard Class
CA-2020-144680,2020-03-31,2020-04-02,First Class
CA-2017-166086,2017-05-07,2017-05-12,Standard Class
CA-2020-131282,2020-02-05,2020-02-08,Second Class
CA-2017-100678,2017-04-18,2017-04-22,Standard Class
CA-2019-161543,2019-05-10,2019-05-16,Standard Class
CA-2019-160535,2019-11-25,2019-11-30,Standard Class
CA-2020-123085,2020-03-03,2020-03-08,Standard Class
CA-2018-153752,2018-12-06,2018-12-11,Second Class
CA-2017-103660,2017-08-25,2017-08-30,Standard Class
CA-2019-169887,2019-10-22,2019-10-22,Same Day
CA-2019-148516,2019-08-07,2019-08-11,Standard Class
CA-2020-104731,2020-07-21,2020-07-27,Standard Class
CA-2017-164749,2017-03-23,2017-03-26,First Class
CA-2018-103716,2018-04-30,2018-05-06,Standard Class
CA-2019-126795,2019-06-13,2019-06-16,Second Class
CA-2018-146290,2018-05-04,2018-05-11,Standard Class
CA-2020-157112,2020-04-23,2020-04-26,First Class
CA-2017-169257,2017-06-06,2017-06-12,Standard Class
CA-2017-154095,2017-12-02,2017-12-07,Standard Class
CA-2020-146346,2020-06-17,2020-06-20,First Class
CA-2019-148852,2019-05-26,2019-05-31,Standard Class
US-2018-118906,2018-03-10,2018-03-10,Same Day
CA-2019-168921,2019-10-20,2019-10-22,First Class
CA-2018-107678,2018-04-21,2018-04-28,Standard Class
CA-2019-123512,2019-06-17,2019-06-19,First Class
US-2020-167402,2020-01-13,2020-01-18,Second Class
CA-2017-130449,2017-09-06,2017-09-09,First Class
CA-2018-141250,2018-01-19,2018-01-23,Standard Class
CA-2017-145541,2017-12-14,2017-12-21,Standard Class
CA-2017-138513,2017-05-23,2017-05-27,Standard Class
CA-2018-135489,2018-09-19,2018-09-22,Second Class
CA-2018-125696,2018-10-02,2018-10-06,Standard Class
CA-2019-105081,2019-12-25,2019-12-30,Standard Class
US-2019-146857,2019-05-06,2019-05-08,Second Class
CA-2019-166275,2019-10-24,2019-10-24,Same Day
CA-2020-144498,2020-05-06,2020-05-06,Same Day
CA-2020-103352,2020-11-27,2020-11-30,Second Class
CA-2017-108609,2017-10-31,2017-11-02,Second Class
CA-2020-128328,2020-08-05,2020-08-09,Standard Class
US-2018-156496,2018-08-10,2018-08-16,Standard Class
US-2019-127334,2019-12-15,2019-12-21,Standard Class
US-2020-124779,2020-09-08,2020-09-11,First Class
CA-2020-135937,2020-02-20,2020-02-27,Standard Class
CA-2018-129322,2018-08-08,2018-08-10,Second Class
CA-2020-162173,2020-10-26,2020-11-01,Standard Class
CA-2019-115483,2019-07-14,2019-07-18,Second Class
CA-2020-122175,2020-05-12,2020-05-14,Second Class
CA-2020-161088,2020-05-25,2020-05-29,Standard Class
CA-2017-154837,2017-08-23,2017-08-27,Second Class
CA-2018-153794,2018-09-11,2018-09-16,Standard Class
CA-2018-135510,2018-09-05,2018-09-12,Standard Class
CA-2018-109337,2018-11-21,2018-11-23,Second Class
CA-2017-150329,2017-10-10,2017-10-14,Standard Class
CA-2020-145037,2020-09-02,2020-09-07,Second Class
CA-2020-154466,2020-01-01,2020-01-02,First Class
CA-2017-109134,2017-11-05,2017-11-10,Standard Class
US-2018-129637,2018-12-17,2018-12-22,Standard Class
CA-2018-165162,2018-05-14,2018-05-21,Standard Class
CA-2020-140494,2020-03-10,2020-03-15,Second Class
CA-2020-104108,2020-12-02,2020-12-09,Standard Class
US-2020-165869,2020-07-31,2020-08-05,Standard Class
CA-2020-160899,2020-08-11,2020-08-13,Second Class
CA-2020-144225,2020-09-30,2020-10-02,Second Class
US-2019-163538,2019-08-26,2019-08-30,Standard Class
US-2019-155103,2019-12-02,2019-12-07,Standard Class
CA-2020-145429,2020-07-21,2020-07-25,Standard Class
CA-2018-153535,2018-05-20,2018-05-24,Standard Class
CA-2018-139164,2018-06-23,2018-06-28,Standard Class
CA-2019-112277,2019-09-10,2019-09-15,Standard Class
CA-2017-167724,2017-04-13,2017-04-18,Standard Class
CA-2018-123141,2018-11-14,2018-11-19,Standard Class
CA-2019-149503,2019-12-09,2019-12-12,First Class
CA-2020-163069,2020-08-18,2020-08-21,Second Class
CA-2020-107629,2020-12-14,2020-12-14,Same Day
CA-2019-134789,2019-04-08,2019-04-15,Standard Class
CA-2019-130442,2019-12-16,2019-12-19,First Class
CA-2020-102974,2020-09-19,2020-09-24,Standard Class
US-2020-166394,2020-09-04,2020-09-06,Second Class
CA-2019-128811,2019-09-12,2019-09-16,Standard Class
CA-2020-145443,2020-08-10,2020-08-15,Second Class
CA-2019-165827,2019-11-04,2019-11-09,Standard Class
CA-2018-156734,2018-06-18,2018-06-20,First Class
CA-2017-120096,2017-07-04,2017-07-07,First Class
CA-2018-141754,2018-12-20,2018-12-25,Standard Class
CA-2019-123358,2019-04-10,2019-04-17,Standard Class
CA-2017-144029,2017-05-26,2017-05-31,Standard Class
US-2020-101784,2020-07-06,2020-07-11,Standard Class
CA-2018-156923,2018-02-16,2018-02-20,Standard Class
CA-2020-111269,2020-06-16,2020-06-18,Second Class
CA-2020-159156,2020-11-13,2020-11-16,First Class
CA-2020-100230,2020-12-11,2020-12-15,Standard Class
CA-2019-154767,2019-06-28,2019-06-30,Second Class
CA-2020-124205,2020-09-15,2020-09-19,Standard Class
CA-2020-165715,2020-12-02,2020-12-08,Standard Class
CA-2020-100636,2020-06-26,2020-06-30,Standard Class
CA-2019-162943,2019-07-24,2019-07-26,Second Class
CA-2019-144764,2019-09-02,2019-09-08,Standard Class
CA-2020-100615,2020-04-20,2020-04-24,Standard Class
CA-2017-109302,2017-08-12,2017-08-16,Standard Class
CA-2020-139787,2020-09-19,2020-09-23,Standard Class
CA-2020-139402,2020-12-09,2020-12-13,Standard Class
CA-2019-119018,2019-11-04,2019-11-08,Standard Class
CA-2018-105361,2018-03-29,2018-04-04,Standard Class
US-2019-152373,2019-09-05,2019-09-11,Standard Class
US-2020-166037,2020-01-28,2020-02-01,Standard Class
US-2019-147711,2019-09-03,2019-09-08,Second Class
CA-2020-121293,2020-07-25,2020-07-28,Second Class
CA-2018-118843,2018-09-13,2018-09-20,Standard Class
CA-2018-161445,2018-09-07,2018-09-09,Second Class
CA-2019-124527,2019-11-16,2019-11-17,First Class
CA-2019-162348,2019-11-10,2019-11-15,Standard Class
CA-2017-141005,2017-08-15,2017-08-18,First Class
CA-2018-145394,2018-11-16,2018-11-20,Standard Class
CA-2018-168809,2018-08-25,2018-08-25,Same Day
CA-2019-109827,2019-12-25,2020-01-01,Standard Class
CA-2017-152233,2017-10-05,2017-10-06,First Class
CA-2017-125682,2017-11-22,2017-11-25,First Class
CA-2020-162880,2020-12-25,2020-12-29,Standard Class
CA-2018-128125,2018-03-31,2018-04-05,Standard Class
CA-2020-156237,2020-09-14,2020-09-15,First Class
CA-2017-144414,2017-06-17,2017-06-21,Standard Class
CA-2020-163860,2020-12-28,2021-01-01,Standard Class
US-2020-115609,2020-11-02,2020-11-07,Standard Class
CA-2018-154291,2018-07-25,2018-07-29,Standard Class
CA-2019-118689,2019-10-02,2019-10-09,Standard Class
CA-2019-140438,2019-12-24,2019-12-27,Second Class
US-2020-123204,2020-07-21,2020-07-27,Standard Class
CA-2018-112522,2018-10-10,2018-10-17,Standard Class
CA-2019-153101,2019-09-08,2019-09-08,Same Day
CA-2019-142615,2019-11-20,2019-11-24,Standard Class
CA-2020-142643,2020-10-15,2020-10-20,Standard Class
CA-2018-116260,2018-07-06,2018-07-12,Standard Class
CA-2020-107517,2020-02-05,2020-02-09,Standard Class
CA-2018-166338,2018-12-06,2018-12-07,First Class
CA-2019-123946,2019-09-12,2019-09-17,Standard Class
CA-2017-147543,2017-07-06,2017-07-12,Standard Class
US-2019-159093,2019-05-09,2019-05-14,Standard Class
CA-2019-162110,2019-07-18,2019-07-22,Standard Class
US-2019-163461,2019-06-18,2019-06-21,First Class
CA-2017-101462,2017-04-20,2017-04-25,Standard Class
US-2019-100461,2019-01-08,2019-01-12,Standard Class
US-2020-162670,2020-12-23,2020-12-28,Second Class
CA-2020-128965,2020-04-17,2020-04-22,Standard Class
CA-2020-138618,2020-12-01,2020-12-08,Standard Class
US-2019-126452,2019-08-21,2019-08-28,Standard Class
CA-2019-145009,2019-12-05,2019-12-08,Second Class
CA-2018-162544,2018-12-16,2018-12-19,First Class
CA-2017-124394,2017-10-17,2017-10-22,Second Class
US-2019-121013,2019-09-05,2019-09-10,Standard Class
US-2018-123918,2018-10-15,2018-10-15,Same Day
